          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
           MXYLENE      237       4   14.472435 -21.872595   11.792964   -1.569236    0.9992      0   0.000000   0.000000    0.000000    0.000000   
               N2O       87       2    0.000000   2.653721   -1.439650    0.784161    1.0397      1   2.252370  -4.354118    4.675747   -0.906748   
              NEON       65       2    0.000000   2.653721   -1.439650    0.784161    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NEOPENTN      142       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      1   0.000000   0.000000    0.000000    0.000000   
               NF3      156       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1473       2    0.000000   2.653721   -1.439650    0.784161    0.9507      1   2.028729  -2.800849    2.920730   -0.209909   
            NONANE      112       5    0.000000  -1.431093    2.199085   -0.188049    0.8158      1   2.505611 -16.685428   12.733768   -1.909593   
          NOVEC649        0       4   14.472435 -21.872595   11.792964   -1.569236    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      129       5    0.000000  -1.431093    2.199085   -0.188049    0.8363      1   0.000000   3.654208   -0.763274    0.394421   
          ORTHOHYD        0       1    2.145823  -7.417379   12.239158   -4.800724    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      168       2    0.000000   2.653721   -1.439650    0.784161    0.9959      1   3.043660  -5.764900    5.657911   -1.044360   
           OXYLENE      350       4   14.472435 -21.872595   11.792964   -1.569236    1.0249      0   0.000000   0.000000    0.000000    0.000000   
           PARAHYD        0       1    2.145823  -7.417379   12.239158   -4.800724    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE      222       3    8.508081 -12.333093    7.485091   -0.995274    0.9693      0   0.000000   0.000000    0.000000    0.000000   
              POE5      245       6    0.000000  -5.371503    5.033021   -0.578827    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7      259       6    0.000000  -5.371503    5.033021   -0.578827    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9      108       6    0.000000  -5.371503    5.033021   -0.578827    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     2661       3    8.508081 -12.333093    7.485091   -0.995274    1.0018      0   0.000000   0.000000    0.000000    0.000000   
          PROPYLEN      402       4   14.472435 -21.872595   11.792964   -1.569236    0.9122      1   3.229460  -3.721944    3.391815   -0.415114   
    PROPYLENEOXIDE       14       3    8.508081 -12.333093    7.485091   -0.995274    1.0514      0   0.000000   0.000000    0.000000    0.000000   
           PROPYNE        8       3    8.508081 -12.333093    7.485091   -0.995274    1.0749      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      333       4   14.472435 -21.872595   11.792964   -1.569236    1.0030      1  14.612446 -18.740918    8.996759   -0.968805   
               R11      456       3    8.508081 -12.333093    7.485091   -0.995274    0.9440      1   6.109903  -8.081382    5.694172   -0.746997   
             R1123        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      165       3    8.508081 -12.333093    7.485091   -0.995274    0.9709      0   0.000000   0.000000    0.000000    0.000000   
              R114      125       3    8.508081 -12.333093    7.485091   -0.995274    0.9917      0   0.000000   0.000000    0.000000    0.000000   
              R115     1037       3    8.508081 -12.333093    7.485091   -0.995274    0.9744      1   2.684209  -1.510993    1.249002    0.171714   
              R116       24       3    8.508081 -12.333093    7.485091   -0.995274    0.8257      0   0.000000   0.000000    0.000000    0.000000   
               R12      662       3    8.508081 -12.333093    7.485091   -0.995274    0.9624      1   7.308682 -10.242698    6.662411   -0.887399   
             R1216        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      118       3    8.508081 -12.333093    7.485091   -0.995274    1.0422      1   0.000000  10.620483   -8.882034    2.448372   
              R123      326       3    8.508081 -12.333093    7.485091   -0.995274    1.0096      0   0.000000   0.000000    0.000000    0.000000   
          R1233ZDE     2330       3    8.508081 -12.333093    7.485091   -0.995274    1.0144      1   6.258049  -7.955558    4.639981   -0.427413   
           R1234YF      801       3    8.508081 -12.333093    7.485091   -0.995274    1.0466      1   0.000000   3.165079   -1.781248    0.758403   
          R1234ZEE     1217       3    8.508081 -12.333093    7.485091   -0.995274    1.0442      1   0.000000   0.743993    0.654730    0.146254   
          R1234ZEZ        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124       94       3    8.508081 -12.333093    7.485091   -0.995274    1.0357      1   2.576006   1.161761   -1.574329    0.844303   
           R1243ZF        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R125     2057       3    8.508081 -12.333093    7.485091   -0.995274    1.0312      1  11.653768 -19.636721   12.321225   -2.003251   
               R13      766       3    8.508081 -12.333093    7.485091   -0.995274    0.9698      1   6.803021 -10.637485    7.136235   -0.982795   
         R1336MZZZ      163       3    8.508081 -12.333093    7.485091   -0.995274    1.0665      1   0.000000   4.245419   -2.385038    0.782036   
             R134A     7272       3    8.508081 -12.333093    7.485091   -0.995274    1.0432      1   3.440741  -1.267985    0.357043    0.370298   
               R14      400       3    8.508081 -12.333093    7.485091   -0.995274    0.9910      1   7.094874 -11.040070    7.064329   -0.930115   
             R141B      218       3    8.508081 -12.333093    7.485091   -0.995274    1.0022      1   7.018075 -16.756752   11.918657   -1.961762   
             R142B      376       3    8.508081 -12.333093    7.485091   -0.995274    1.0132      1   3.477296  -1.968672    0.866944    0.321924   
             R143A      677       3    8.508081 -12.333093    7.485091   -0.995274    1.0456      1   0.000000   3.682744   -2.381447    0.933274   
              R150       40       3    8.508081 -12.333093    7.485091   -0.995274    1.0488      1   0.000000   4.118145   -1.217974    0.347131   
             R152A      941       3    8.508081 -12.333093    7.485091   -0.995274    1.0500      1   3.792785  -2.145978    1.021154    0.210914   
              R161      361       3    8.508081 -12.333093    7.485091   -0.995274    1.0372      1   0.000000   1.891496   -0.430136    0.418477   
               R21      199       3    8.508081 -12.333093    7.485091   -0.995274    1.0063      1   1.248736  -0.870198    1.612073   -0.023021   
              R218      174       3    8.508081 -12.333093    7.485091   -0.995274    0.9612      1   9.808609 -12.673319    6.997129   -0.790488   
               R22     1382       3    8.508081 -12.333093    7.485091   -0.995274    1.0353      1   9.051152 -12.554373    7.570085   -1.057302   
            R227EA      577       3    8.508081 -12.333093    7.485091   -0.995274    1.0434      1   3.673903 -10.707482    9.630298   -1.923095   
               R23      626       3    8.508081 -12.333093    7.485091   -0.995274    1.0416      1   6.791575  -8.198698    5.101843   -0.636544   
            R236EA      404       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R236FA      271       3    8.508081 -12.333093    7.485091   -0.995274    1.0334      1   2.130545  -3.032670    2.773519   -0.220846   
            R245CA      164       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R245FA      453       3    8.508081 -12.333093    7.485091   -0.995274    1.0532      1   0.000000  -0.267948    1.536761   -0.051872   
               R32      990       3    8.508081 -12.333093    7.485091   -0.995274    0.9819      1   5.307126  -5.628099    3.727030   -0.366508   
           R365MFC      104       3    8.508081 -12.333093    7.485091   -0.995274    1.0292      0   0.000000   0.000000    0.000000    0.000000   
               R40       11       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R41       45       3    8.508081 -12.333093    7.485091   -0.995274    0.8768      0   0.000000   0.000000    0.000000    0.000000   
             RC318      420       3    8.508081 -12.333093    7.485091   -0.995274    0.9370      1   0.000000  10.830895   -7.975715    2.114211   
            RE143A        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2       39       3    8.508081 -12.333093    7.485091   -0.995274    1.0215      1   2.558046  -3.533000    2.579882   -0.055383   
          RE245FA2      436       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE347MCC        4       3    8.508081 -12.333093    7.485091   -0.995274    0.9577      0   0.000000   0.000000    0.000000    0.000000   
               SF6      562       2    0.000000   2.653721   -1.439650    0.784161    0.8905      1   0.000000  10.135614   -7.396862    2.038867   
               SO2      139       2    0.000000   2.653721   -1.439650    0.784161    0.9892      1   0.000000   4.257421   -0.767245    0.225955   
          T2BUTENE        0       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1234       4   14.472435 -21.872595   11.792964   -1.569236    1.0064      0   0.000000   0.000000    0.000000    0.000000   
     VINYLCHLORIDE        8       3    8.508081 -12.333093    7.485091   -0.995274    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     1680       8   10.228392 -10.983819    8.744032   -1.947793    1.1688      1   9.527509  -9.518280    6.829869   -1.411533   
             XENON     2063       2    0.000000   2.653721   -1.439650    0.784161    0.9523      1   0.527955   1.429512   -0.969188    0.871801   
