          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
            DECANE      638       5    0.283141  -0.116541    0.026040    0.000000    1.0125      1   0.403595  -0.205894    0.049606    0.000000   
               DEE      124       3    0.392170  -0.183215    0.046340    0.000000    1.1444      1   0.289507  -0.111088    0.024231    0.000000   
               DMC      160       3    0.392170  -0.183215    0.046340    0.000000    1.1840      1   0.438351  -0.246935    0.064920    0.000000   
               DME      229       3    0.392170  -0.183215    0.046340    0.000000    1.0727      1   0.415235  -0.237315    0.067905    0.000000   
          EBENZENE      492       4    0.291217  -0.131210    0.032671    0.000000    0.9573      1   0.384545  -0.197087    0.050491    0.000000   
           EGLYCOL      245       7    0.298874  -0.123413    0.028991    0.000000    1.0955      1   0.455149  -0.243561    0.059483    0.000000   
            ETHANE     1891       3    0.392170  -0.183215    0.046340    0.000000    0.9720      1   0.409046  -0.187392    0.046502    0.000000   
           ETHANOL      903       7    0.298874  -0.123413    0.028991    0.000000    1.1624      1   0.162345  -0.039344    0.006997    0.000000   
          ETHYLENE      115       3    0.392170  -0.183215    0.046340    0.000000    0.9363      1   0.359269  -0.140788    0.033429    0.000000   
     ETHYLENEOXIDE       53       3    0.392170  -0.183215    0.046340    0.000000    0.7652      1   1.064437  -0.945879    0.336209    0.000000   
          FLUORINE      924       2    0.423786  -0.178493    0.048266    0.000000    1.0419      1   0.460402  -0.226392    0.062949    0.000000   
               H2S      161       7    0.298874  -0.123413    0.028991    0.000000    0.7843      1   1.500437  -1.422297    0.481893    0.000000   
               HCL       92       7    0.298874  -0.123413    0.028991    0.000000    0.8004      1   0.235061  -0.014163   -0.005843    0.000000   
            HELIUM      387       1    0.297541  -0.127953    0.151710    0.000000    0.9360      0   0.000000   0.000000    0.000000    0.000000   
           HEPTANE     1191       5    0.283141  -0.116541    0.026040    0.000000    0.9294      1   0.326176  -0.142315    0.033061    0.000000   
            HEXANE      909       5    0.283141  -0.116541    0.026040    0.000000    0.8955      1   0.338826  -0.146695    0.034033    0.000000   
          HYDROGEN      992       1    0.297541  -0.127953    0.151710    0.000000    1.0818      1   0.383968  -0.310142    0.212014    0.000000   
           IBUTENE       81       3    0.392170  -0.183215    0.046340    0.000000    1.0148      1   0.432560  -0.223481    0.058607    0.000000   
           IHEXANE      188       5    0.283141  -0.116541    0.026040    0.000000    0.8839      1   0.396245  -0.189033    0.045383    0.000000   
           IOCTANE      222       5    0.283141  -0.116541    0.026040    0.000000    0.8456      1   0.383462  -0.181472    0.044800    0.000000   
          IPENTANE      145       3    0.392170  -0.183215    0.046340    0.000000    1.0315      1   0.401237  -0.188763    0.046693    0.000000   
          ISOBUTAN      344       3    0.392170  -0.183215    0.046340    0.000000    0.9717      1   0.412656  -0.189113    0.047106    0.000000   
           KRYPTON      192       2    0.423786  -0.178493    0.048266    0.000000    0.9785      1   0.522235  -0.320054    0.109701    0.000000   
              MD2M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM       20       6    0.198465  -0.065607    0.012162    0.000000    0.8369      1   0.220370  -0.061092    0.009563    0.000000   
               MEA      104       7    0.298874  -0.123413    0.028991    0.000000    1.0699      1   0.460778  -0.249821    0.061785    0.000000   
           METHANE     1241       2    0.423786  -0.178493    0.048266    0.000000    1.0305      1   0.392890  -0.167137    0.047582    0.000000   
          METHANOL      702       7    0.298874  -0.123413    0.028991    0.000000    1.1423      1   0.168211  -0.047400    0.010050    0.000000   
       MILPRF23699        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA       22       6    0.198465  -0.065607    0.012162    0.000000    1.0920      1   0.246494  -0.092402    0.017649    0.000000   
          MLINOLEN       54       6    0.198465  -0.065607    0.012162    0.000000    1.4644      1   0.162278  -0.050491    0.008372    0.000000   
                MM       21       6    0.198465  -0.065607    0.012162    0.000000    0.7518      1   1.294032  -0.874305    0.230539    0.000000   
           MOLEATE       54       6    0.198465  -0.065607    0.012162    0.000000    1.1052      1   0.249621  -0.094005    0.017925    0.000000   
          MPALMITA       26       6    0.198465  -0.065607    0.012162    0.000000    1.1090      1   0.338703  -0.137153    0.026599    0.000000   
          MSTEARAT       16       6    0.198465  -0.065607    0.012162    0.000000    1.2089      1   0.033179   0.007905   -0.002442    0.000000   
           MXYLENE      637       4    0.291217  -0.131210    0.032671    0.000000    0.9920      1   0.328873  -0.156269    0.038947    0.000000   
               N2O      810       2    0.423786  -0.178493    0.048266    0.000000    1.1419      1   0.121313   0.185932   -0.079740    0.000000   
              NEON      104       2    0.423786  -0.178493    0.048266    0.000000    0.8388      1   0.260680   0.545235   -0.396471    0.000000   
          NEOPENTN      148       3    0.392170  -0.183215    0.046340    0.000000    0.8929      1   0.499132  -0.294978    0.090241    0.000000   
               NF3      156       3    0.392170  -0.183215    0.046340    0.000000    0.8253      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1732       2    0.423786  -0.178493    0.048266    0.000000    1.0031      1   0.421356  -0.199882    0.061536    0.000000   
            NONANE      235       5    0.283141  -0.116541    0.026040    0.000000    0.9912      1   0.366397  -0.174670    0.041038    0.000000   
          NOVEC649        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      961       5    0.283141  -0.116541    0.026040    0.000000    0.9544      1   0.276496  -0.107991    0.023905    0.000000   
          ORTHOHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      118       2    0.423786  -0.178493    0.048266    0.000000    0.6169      0   0.000000   0.000000    0.000000    0.000000   
           OXYLENE      410       4    0.291217  -0.131210    0.032671    0.000000    0.9655      1   0.398175  -0.206815    0.052852    0.000000   
           PARAHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE     1235       3    0.392170  -0.183215    0.046340    0.000000    1.0743      1   0.375072  -0.169371    0.040058    0.000000   
              POE5        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     1561       3    0.392170  -0.183215    0.046340    0.000000    1.0063      1   0.389357  -0.175961    0.043392    0.000000   
          PROPYLEN      235       4    0.291217  -0.131210    0.032671    0.000000    0.8355      1   0.519487  -0.299114    0.081376    0.000000   
    PROPYLENEOXIDE       23       3    0.392170  -0.183215    0.046340    0.000000    1.0542      1   0.501242  -0.286535    0.076858    0.000000   
           PROPYNE       11       3    0.392170  -0.183215    0.046340    0.000000    1.0164      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      374       4    0.291217  -0.131210    0.032671    0.000000    0.9898      1   0.480721  -0.281184    0.074644    0.000000   
               R11      290       3    0.392170  -0.183215    0.046340    0.000000    0.9675      1   0.381785  -0.164155    0.039840    0.000000   
             R1123        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      248       3    0.392170  -0.183215    0.046340    0.000000    0.9555      1   0.423596  -0.202663    0.052157    0.000000   
              R114      200       3    0.392170  -0.183215    0.046340    0.000000    0.9729      1   0.395823  -0.177935    0.044103    0.000000   
              R115      248       3    0.392170  -0.183215    0.046340    0.000000    0.9446      1   0.310925  -0.105016    0.023956    0.000000   
              R116      181       3    0.392170  -0.183215    0.046340    0.000000    1.1800      0   0.000000   0.000000    0.000000    0.000000   
               R12      422       3    0.392170  -0.183215    0.046340    0.000000    0.9781      1   0.369004  -0.157962    0.038981    0.000000   
             R1216        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      108       3    0.392170  -0.183215    0.046340    0.000000    1.1141      1   0.240078  -0.063086    0.009947    0.000000   
              R123      168       3    0.392170  -0.183215    0.046340    0.000000    1.0305      1   0.369694  -0.164940    0.040309    0.000000   
          R1233ZDE       92       3    0.392170  -0.183215    0.046340    0.000000    1.1149      1   0.360765  -0.169215    0.041396    0.000000   
           R1234YF      168       3    0.392170  -0.183215    0.046340    0.000000    1.0655      1   0.340352  -0.147312    0.035425    0.000000   
          R1234ZEE      190       3    0.392170  -0.183215    0.046340    0.000000    1.0873      1   0.376150  -0.195005    0.052636    0.000000   
          R1234ZEZ        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124      202       3    0.392170  -0.183215    0.046340    0.000000    1.0278      1   0.396607  -0.191667    0.048737    0.000000   
           R1243ZF        0       0    0.000000   0.000000    0.000000    0.000000    1.1500      0   0.000000   0.000000    0.000000    0.000000   
              R125      512       3    0.392170  -0.183215    0.046340    0.000000    1.0285      1   0.328010  -0.127463    0.028919    0.000000   
               R13      826       3    0.392170  -0.183215    0.046340    0.000000    0.9756      1   0.386148  -0.178730    0.045884    0.000000   
         R1336MZZZ       97       3    0.392170  -0.183215    0.046340    0.000000    1.1402      1   0.231866  -0.060604    0.009363    0.000000   
             R134A     1018       3    0.392170  -0.183215    0.046340    0.000000    1.0533      1   0.317986  -0.128551    0.030536    0.000000   
               R14      376       3    0.392170  -0.183215    0.046340    0.000000    1.0277      1   0.448519  -0.278060    0.083891    0.000000   
             R141B       97       3    0.392170  -0.183215    0.046340    0.000000    0.9738      1   0.440021  -0.226014    0.060068    0.000000   
             R142B      187       3    0.392170  -0.183215    0.046340    0.000000    0.9928      1   0.293522  -0.086199    0.015605    0.000000   
             R143A      330       3    0.392170  -0.183215    0.046340    0.000000    1.0295      1   0.260917  -0.049517    0.000927    0.000000   
              R150       65       3    0.392170  -0.183215    0.046340    0.000000    1.0274      1   0.520706  -0.300825    0.081471    0.000000   
             R152A      475       3    0.392170  -0.183215    0.046340    0.000000    1.0522      1   0.328983  -0.143230    0.036020    0.000000   
              R161       78       3    0.392170  -0.183215    0.046340    0.000000    1.0527      0   0.000000   0.000000    0.000000    0.000000   
               R21      272       3    0.392170  -0.183215    0.046340    0.000000    1.0148      1   0.306630  -0.101130    0.019915    0.000000   
              R218      359       3    0.392170  -0.183215    0.046340    0.000000    1.0132      1   0.322777  -0.121889    0.028037    0.000000   
               R22     1089       3    0.392170  -0.183215    0.046340    0.000000    1.0199      1   0.413818  -0.210464    0.055055    0.000000   
            R227EA      170       3    0.392170  -0.183215    0.046340    0.000000    1.0507      1   0.387903  -0.187398    0.047410    0.000000   
               R23      843       3    0.392170  -0.183215    0.046340    0.000000    1.0744      1   0.322800  -0.142405    0.035812    0.000000   
            R236EA       37       3    0.392170  -0.183215    0.046340    0.000000    1.0459      1   0.390219  -0.192396    0.049788    0.000000   
            R236FA      155       3    0.392170  -0.183215    0.046340    0.000000    1.0937      1   0.369237  -0.181759    0.046766    0.000000   
            R245CA       84       3    0.392170  -0.183215    0.046340    0.000000    1.0327      1   0.406110  -0.204208    0.053216    0.000000   
            R245FA      219       3    0.392170  -0.183215    0.046340    0.000000    1.0757      1   0.309191  -0.127485    0.030773    0.000000   
               R32      333       3    0.392170  -0.183215    0.046340    0.000000    1.0901      1   0.374652  -0.217811    0.066194    0.000000   
           R365MFC        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R40       35       3    0.392170  -0.183215    0.046340    0.000000    0.9684      1   0.269041  -0.061179    0.009312    0.000000   
               R41        2       3    0.392170  -0.183215    0.046340    0.000000    0.9871      0   0.000000   0.000000    0.000000    0.000000   
             RC318       76       3    0.392170  -0.183215    0.046340    0.000000    0.9790      1   0.290863  -0.084342    0.015603    0.000000   
            RE143A        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245FA2       20       3    0.392170  -0.183215    0.046340    0.000000    1.1284      1   0.373221  -0.177801    0.043335    0.000000   
          RE347MCC       92       3    0.392170  -0.183215    0.046340    0.000000    1.0953      1   0.273683  -0.096292    0.020935    0.000000   
               SF6     3196       2    0.423786  -0.178493    0.048266    0.000000    1.0953      1   0.310573  -0.059922    0.001149    0.000000   
               SO2      608       2    0.423786  -0.178493    0.048266    0.000000    1.3054      1   0.064852   0.097251   -0.038036    0.000000   
          T2BUTENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1685       4    0.291217  -0.131210    0.032671    0.000000    0.9195      1   0.363184  -0.181344    0.047386    0.000000   
     VINYLCHLORIDE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     2458       8    0.296396  -0.198666    0.062745    0.000000    1.0089      1   0.291687  -0.196423    0.062092    0.000000   
             XENON     2791       2    0.423786  -0.178493    0.048266    0.000000    0.9677      1   0.489558  -0.247615    0.074459    0.000000   
