          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
             C4F10        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             C5F12       10       5    0.668208  -1.602844    2.100206   -0.170790    0.8488      0   0.000000   0.000000    0.000000    0.000000   
             C6F14       30       5    0.668208  -1.602844    2.100206   -0.170790    0.8409      0   0.000000   0.000000    0.000000    0.000000   
              CF3I       30       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          CHLORINE       26       3    5.756950  -6.660090    4.179255   -0.398146    0.9133      1   0.230343   1.037233    1.298612   -0.044765   
     CHLOROBENZENE      154       4   11.727420 -16.139910    8.487367   -0.986736    1.0017      1   0.000000   5.189654   -3.144568    0.996900   
                CO       19       2    0.000000   5.663446   -5.159777    1.914804    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               CO2      186       3    5.756950  -6.660090    4.179255   -0.398146    1.0533      1   2.284421  -4.708500    6.295546   -1.667462   
               COS        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
       CYCLOBUTENE        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          CYCLOHEX      319       3    5.756950  -6.660090    4.179255   -0.398146    0.9835      1   0.000000   5.275113   -3.274540    1.079988   
          CYCLOPEN      103       3    5.756950  -6.660090    4.179255   -0.398146    0.9926      1   0.000000  -4.521168    5.124197   -0.728142   
          CYCLOPRO       16       3    5.756950  -6.660090    4.179255   -0.398146    1.2566      1   4.794563  -9.563811    7.645867   -1.537500   
                D2      121       1    0.000000   2.036074    0.358144   -0.417903    0.7265      1   3.097693 -10.082535   13.055517   -4.198685   
               D2O     1146       8    5.287212  -0.921420    2.602769   -0.769770    1.1975      1   4.503101  -2.254507    2.823431   -0.646866   
                D4      149       6    0.000000  -3.534921    3.726244   -0.398100    0.7427      0   0.000000   0.000000    0.000000    0.000000   
                D5      150       6    0.000000  -3.534921    3.726244   -0.398100    0.6788      1   0.000000 -13.134844   11.119919   -1.311226   
                D6        0       5    0.668208  -1.602844    2.100206   -0.170790    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               DEA        6       7   10.694789  -7.094518    3.321939   -0.379223    1.1387      0   0.000000   0.000000    0.000000    0.000000   
            DECANE      334       5    0.668208  -1.602844    2.100206   -0.170790    0.7965      1   8.613910  -5.609013    2.759581   -0.036125   
               DEE      151       3    5.756950  -6.660090    4.179255   -0.398146    0.9976      1   2.684038  -9.048311    7.936950   -1.318936   
               DMC      109       3    5.756950  -6.660090    4.179255   -0.398146    1.0012      1   0.000000   2.761621   -0.852283    0.473009   
               DME      402       3    5.756950  -6.660090    4.179255   -0.398146    1.0515      1   0.000000   3.934169   -2.007940    0.699124   
          EBENZENE      394       4   11.727420 -16.139910    8.487367   -0.986736    0.9962      1   3.716484  -3.237544    1.909806    0.094215   
           EGLYCOL       40       7   10.694789  -7.094518    3.321939   -0.379223    1.2016      1   0.000000   0.017872    1.901740   -0.366154   
            ETHANE      525       3    5.756950  -6.660090    4.179255   -0.398146    1.0606      1   0.446252   2.866453   -1.882361    0.896322   
           ETHANOL      354       7   10.694789  -7.094518    3.321939   -0.379223    1.6130      1   9.563898  -4.684583    0.957979    0.017214   
          ETHYLENE      148       3    5.756950  -6.660090    4.179255   -0.398146    1.0814      1   1.185607  -2.765652    6.885498   -2.762506   
     ETHYLENEOXIDE       59       3    5.756950  -6.660090    4.179255   -0.398146    1.1864      1   0.000000   2.981992   -1.153150    0.395040   
          FLUORINE       64       2    0.000000   5.663446   -5.159777    1.914804    1.0131      1   0.339181   1.694269    0.274826    0.159483   
               H2S       58       7   10.694789  -7.094518    3.321939   -0.379223    1.6484      1   0.000000   7.544556   -6.933090    2.358510   
               HCL       85       7   10.694789  -7.094518    3.321939   -0.379223    0.8231      0   0.000000   0.000000    0.000000    0.000000   
            HELIUM      267       1    0.000000   2.036074    0.358144   -0.417903    1.4212      0   0.000000   0.000000    0.000000    0.000000   
           HEPTANE      845       5    0.668208  -1.602844    2.100206   -0.170790    0.8270      1   6.403954  -8.514046    5.493122   -0.580821   
            HEXANE      288       5    0.668208  -1.602844    2.100206   -0.170790    0.8450      0   0.000000   0.000000    0.000000    0.000000   
          HYDROGEN     1317       1    0.000000   2.036074    0.358144   -0.417903    1.1405      1   1.272962  -3.388790    6.104253   -2.281640   
           IBUTENE      197       3    5.756950  -6.660090    4.179255   -0.398146    0.9975      1   4.153188  -2.423726    0.207829    0.664602   
           IHEXANE       14       5    0.668208  -1.602844    2.100206   -0.170790    0.8387      1   0.000000   4.319478   -1.741382    0.643029   
           IOCTANE      229       5    0.668208  -1.602844    2.100206   -0.170790    0.8402      0   0.000000   0.000000    0.000000    0.000000   
          IPENTANE        6       3    5.756950  -6.660090    4.179255   -0.398146    0.9641      0   0.000000   0.000000    0.000000    0.000000   
          ISOBUTAN     2513       3    5.756950  -6.660090    4.179255   -0.398146    1.0285      1  10.806276 -17.514052   10.455080   -1.509011   
           KRYPTON      141       2    0.000000   5.663446   -5.159777    1.914804    0.9599      1   0.000000   9.245746   -9.760633    3.424645   
              MD2M        0       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM      132       6    0.000000  -3.534921    3.726244   -0.398100    0.7805      1  11.910219   7.109772   -8.370654    2.318950   
               MEA       10       7   10.694789  -7.094518    3.321939   -0.379223    1.1869      0   0.000000   0.000000    0.000000    0.000000   
           METHANE     1701       2    0.000000   5.663446   -5.159777    1.914804    0.9989      1   0.479706   1.656448   -0.787266    0.660424   
          METHANOL      600       7   10.694789  -7.094518    3.321939   -0.379223    1.7034      1   9.010350  -3.408901   -0.043573    0.227157   
       MILPRF23699        0       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA      350       6    0.000000  -3.534921    3.726244   -0.398100    0.7766      1   0.000000  -6.764279    7.025506   -0.860497   
          MLINOLEN       51       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
                MM      146       6    0.000000  -3.534921    3.726244   -0.398100    0.8221      1   0.000000   2.218208   -0.123745    0.483073   
           MOLEATE      790       6    0.000000  -3.534921    3.726244   -0.398100    0.7975      1   0.000000  -1.563860    4.318809   -0.529307   
          MPALMITA       26       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MSTEARAT       19       6    0.000000  -3.534921    3.726244   -0.398100    0.8354      0   0.000000   0.000000    0.000000    0.000000   
           MXYLENE      238       4   11.727420 -16.139910    8.487367   -0.986736    1.0015      0   0.000000   0.000000    0.000000    0.000000   
               N2O       88       2    0.000000   5.663446   -5.159777    1.914804    1.0004      1   3.272396  -7.892240    8.331036   -2.001371   
              NEON       65       2    0.000000   5.663446   -5.159777    1.914804    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NEOPENTN      142       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      1   0.000000   0.000000    0.000000    0.000000   
               NF3      156       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1474       2    0.000000   5.663446   -5.159777    1.914804    0.9606      1   1.441464  -1.188074    1.888975   -0.038525   
            NONANE      112       5    0.668208  -1.602844    2.100206   -0.170790    0.8069      1   2.839708 -16.631030   12.354630   -1.802326   
          NOVEC649        0       4   11.727420 -16.139910    8.487367   -0.986736    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      129       5    0.668208  -1.602844    2.100206   -0.170790    0.8254      1   0.000000   5.255008   -2.163469    0.691763   
          ORTHOHYD        0       1    0.000000   2.036074    0.358144   -0.417903    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      168       2    0.000000   5.663446   -5.159777    1.914804    1.0172      1   1.784872  -2.550604    3.446380   -0.608141   
           OXYLENE      350       4   11.727420 -16.139910    8.487367   -0.986736    1.0201      1   9.401933 -11.856532    5.900868   -0.515044   
           PARAHYD        0       1    0.000000   2.036074    0.358144   -0.417903    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE      222       3    5.756950  -6.660090    4.179255   -0.398146    0.9714      0   0.000000   0.000000    0.000000    0.000000   
              POE5      245       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7      259       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9      108       6    0.000000  -3.534921    3.726244   -0.398100    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     2622       3    5.756950  -6.660090    4.179255   -0.398146    1.0032      1  12.293146 -18.386217   10.440007   -1.434448   
          PROPYLEN      404       4   11.727420 -16.139910    8.487367   -0.986736    0.9203      1   3.362366  -4.431122    4.494888   -0.812369   
    PROPYLENEOXIDE       14       3    5.756950  -6.660090    4.179255   -0.398146    1.0632      0   0.000000   0.000000    0.000000    0.000000   
           PROPYNE        8       3    5.756950  -6.660090    4.179255   -0.398146    1.0870      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      331       4   11.727420 -16.139910    8.487367   -0.986736    1.0084      1   9.840898  -9.993016    4.251372   -0.169639   
               R11      456       3    5.756950  -6.660090    4.179255   -0.398146    0.9384      1   4.883792  -3.984686    2.760409   -0.133762   
             R1123        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      165       3    5.756950  -6.660090    4.179255   -0.398146    0.9605      0   0.000000   0.000000    0.000000    0.000000   
              R114      119       3    5.756950  -6.660090    4.179255   -0.398146    0.9837      0   0.000000   0.000000    0.000000    0.000000   
              R115     1002       3    5.756950  -6.660090    4.179255   -0.398146    0.9748      1   1.369698   2.276118   -1.248634    0.656400   
              R116       24       3    5.756950  -6.660090    4.179255   -0.398146    0.8109      0   0.000000   0.000000    0.000000    0.000000   
               R12      661       3    5.756950  -6.660090    4.179255   -0.398146    0.9612      1   6.256693  -6.562449    4.032425   -0.346685   
             R1216        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      117       3    5.756950  -6.660090    4.179255   -0.398146    1.0440      1   0.000000  10.179074   -8.134231    2.202491   
              R123      318       3    5.756950  -6.660090    4.179255   -0.398146    1.0106      0   0.000000   0.000000    0.000000    0.000000   
          R1233ZDE     2321       3    5.756950  -6.660090    4.179255   -0.398146    1.0113      1   3.624781  -2.289420    1.311163    0.176450   
           R1234YF      801       3    5.756950  -6.660090    4.179255   -0.398146    1.0506      1   0.000000   4.119481   -2.400911    0.846944   
          R1234ZEE     1217       3    5.756950  -6.660090    4.179255   -0.398146    1.0445      1   0.000000   3.311944   -1.485386    0.596910   
          R1234ZEZ        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124       93       3    5.756950  -6.660090    4.179255   -0.398146    1.0355      1   1.906925   3.640542   -3.268798    1.175875   
           R1243ZF        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R125     2051       3    5.756950  -6.660090    4.179255   -0.398146    1.0273      1   9.084179 -15.091686   10.083288   -1.667695   
               R13      767       3    5.756950  -6.660090    4.179255   -0.398146    0.9656      1   4.687709  -5.679679    4.028118   -0.384789   
         R1336MZZZ      163       3    5.756950  -6.660090    4.179255   -0.398146    1.0710      1   0.000000   4.659019   -2.433309    0.722371   
             R134A     7259       3    5.756950  -6.660090    4.179255   -0.398146    1.0471      1   1.673424   2.321317   -1.606679    0.693497   
               R14      394       3    5.756950  -6.660090    4.179255   -0.398146    0.9842      1   2.644199  -2.555966    2.187898   -0.033263   
             R141B      218       3    5.756950  -6.660090    4.179255   -0.398146    1.0033      1   7.285353 -14.860147   10.151188   -1.569279   
             R142B      373       3    5.756950  -6.660090    4.179255   -0.398146    1.0176      1   1.073907   3.080096   -2.165618    0.887526   
             R143A      676       3    5.756950  -6.660090    4.179255   -0.398146    1.0533      1   0.000000   2.941773   -1.197144    0.538528   
              R150       40       3    5.756950  -6.660090    4.179255   -0.398146    1.0590      1   0.000000   4.539327   -1.735741    0.482272   
             R152A      940       3    5.756950  -6.660090    4.179255   -0.398146    1.0660      1   1.569995   2.319665   -1.460811    0.616568   
              R161      360       3    5.756950  -6.660090    4.179255   -0.398146    1.0634      1   0.000000   2.902696   -1.187187    0.532220   
               R21      200       3    5.756950  -6.660090    4.179255   -0.398146    1.0085      1   0.000000   3.285605   -1.333051    0.577145   
              R218      169       3    5.756950  -6.660090    4.179255   -0.398146    0.9515      1   5.997288  -5.887187    3.471806   -0.200580   
               R22     1387       3    5.756950  -6.660090    4.179255   -0.398146    1.0385      1   7.108922  -8.456234    5.168949   -0.625616   
            R227EA      579       3    5.756950  -6.660090    4.179255   -0.398146    1.0357      1   3.459668 -10.142495    9.814527   -2.104179   
               R23      630       3    5.756950  -6.660090    4.179255   -0.398146    1.0514      1   4.197783  -2.560460    1.726450   -0.027583   
            R236EA      404       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R236FA      271       3    5.756950  -6.660090    4.179255   -0.398146    1.0309      1   1.472569  -0.426499    1.159782    0.051860   
            R245CA      164       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R245FA      454       3    5.756950  -6.660090    4.179255   -0.398146    1.0547      1   0.000000   0.922323    0.701215    0.092439   
               R32      991       3    5.756950  -6.660090    4.179255   -0.398146    1.0068      1   1.844977   1.033797   -0.010717    0.262922   
           R365MFC      104       3    5.756950  -6.660090    4.179255   -0.398146    1.0317      0   0.000000   0.000000    0.000000    0.000000   
               R40       11       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R41       39       3    5.756950  -6.660090    4.179255   -0.398146    0.9290      1   0.000000   5.223454   -1.292927    0.163780   
             RC318      420       3    5.756950  -6.660090    4.179255   -0.398146    0.9236      1   0.000000  11.255325   -8.130233    2.129899   
            RE143A        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2       40       3    5.756950  -6.660090    4.179255   -0.398146    1.0288      1   1.579007   1.810847   -1.356300    0.722412   
          RE245FA2      436       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE347MCC        4       3    5.756950  -6.660090    4.179255   -0.398146    0.9666      0   0.000000   0.000000    0.000000    0.000000   
               SF6      560       2    0.000000   5.663446   -5.159777    1.914804    0.8807      1   0.000000   9.716161   -6.492806    1.719897   
               SO2      136       2    0.000000   5.663446   -5.159777    1.914804    1.0334      1   0.000000   7.733863   -3.884455    0.923282   
          T2BUTENE        0       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1233       4   11.727420 -16.139910    8.487367   -0.986736    1.0050      0   0.000000   0.000000    0.000000    0.000000   
     VINYLCHLORIDE        8       3    5.756950  -6.660090    4.179255   -0.398146    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     1715       8    5.287212  -0.921420    2.602769   -0.769770    1.1743      1   3.425729   1.122583    1.098409   -0.427161   
             XENON     1731       2    0.000000   5.663446   -5.159777    1.914804    0.9365      1   0.000000  13.241307  -15.347265    5.288109   
