          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
             C6F14       29       5    0.000000  -0.686660    1.820957   -0.139048    0.8462      0   0.000000   0.000000    0.000000    0.000000   
              CF3I       30       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          CHLORINE       26       3    6.307168  -7.487078    4.660204   -0.501783    0.8881      1   0.000000   1.144988    1.604717   -0.148419   
     CHLOROBENZENE      154       4   12.442762 -16.989950    8.903928   -1.072448    1.0031      1   0.000000   4.772956   -2.551814    0.814337   
                CO       19       2    0.000000   3.149636   -1.842566    0.867329    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               CO2      182       3    6.307168  -7.487078    4.660204   -0.501783    1.0629      1   2.328227  -4.810321    6.232007   -1.598524   
               COS        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
       CYCLOBUTENE        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          CYCLOHEX      322       3    6.307168  -7.487078    4.660204   -0.501783    0.9900      1   0.000000   4.724380   -2.578969    0.863216   
          CYCLOPEN      103       3    6.307168  -7.487078    4.660204   -0.501783    0.9978      1   0.000000  -5.260098    5.684355   -0.851591   
          CYCLOPRO       17       3    6.307168  -7.487078    4.660204   -0.501783    1.1609      1   0.000000  11.746656  -12.503992    3.885601   
                D2      121       1    0.000000   1.249899    1.954118   -1.041714    0.7896      1   3.418326 -12.077361   16.254893   -5.486124   
               D2O     1152       8    3.436254   2.658023    1.149715   -0.561779    1.1957      1   3.144496  -0.046169    2.099316   -0.559933   
                D4      149       6    0.000000  -4.070879    4.382732   -0.480578    0.7826      0   0.000000   0.000000    0.000000    0.000000   
                D5      150       6    0.000000  -4.070879    4.382732   -0.480578    0.7092      1   0.000000 -14.033623   12.016297   -1.447166   
                D6        0       5    0.000000  -0.686660    1.820957   -0.139048    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               DEA        6       7   11.295715  -7.024497    3.377037   -0.391152    1.0629      0   0.000000   0.000000    0.000000    0.000000   
            DECANE      334       5    0.000000  -0.686660    1.820957   -0.139048    0.8013      1   9.822462  -7.164341    3.732011   -0.219299   
               DEE      151       3    6.307168  -7.487078    4.660204   -0.501783    0.9989      1   3.024871  -9.463964    8.013175   -1.310955   
               DMC      109       3    6.307168  -7.487078    4.660204   -0.501783    0.9960      1   0.000000   2.655087   -0.566510    0.370305   
               DME      399       3    6.307168  -7.487078    4.660204   -0.501783    1.0477      1   0.000000   3.764758   -1.679273    0.586013   
          EBENZENE      394       4   12.442762 -16.989950    8.903928   -1.072448    0.9908      1   5.173686  -5.610941    3.251755   -0.160495   
           EGLYCOL       40       7   11.295715  -7.024497    3.377037   -0.391152    1.2118      1   0.000000   1.254974    1.329879   -0.281785   
            ETHANE      530       3    6.307168  -7.487078    4.660204   -0.501783    1.0644      1   0.066692   4.055653   -2.912591    1.167743   
           ETHANOL      355       7   11.295715  -7.024497    3.377037   -0.391152    1.6346      1   9.940213  -4.673655    1.012011    0.000856   
          ETHYLENE      148       3    6.307168  -7.487078    4.660204   -0.501783    1.0889      1   1.213200  -2.943363    7.007295   -2.734593   
     ETHYLENEOXIDE       47       3    6.307168  -7.487078    4.660204   -0.501783   69.0581      0   0.000000   0.000000    0.000000    0.000000   
          FLUORINE       64       2    0.000000   3.149636   -1.842566    0.867329    0.9657      1   0.191855   1.801628    0.501087    0.083628   
               H2S       58       7   11.295715  -7.024497    3.377037   -0.391152    1.7969      1   0.000000   7.546405   -6.822895    2.285556   
               HCL       85       7   11.295715  -7.024497    3.377037   -0.391152    0.8456      0   0.000000   0.000000    0.000000    0.000000   
            HELIUM      267       1    0.000000   1.249899    1.954118   -1.041714    1.2707      0   0.000000   0.000000    0.000000    0.000000   
           HEPTANE      844       5    0.000000  -0.686660    1.820957   -0.139048    0.8482      1   6.181392  -8.591741    5.749380   -0.657085   
            HEXANE      288       5    0.000000  -0.686660    1.820957   -0.139048    0.8728      0   0.000000   0.000000    0.000000    0.000000   
          HYDROGEN     1321       1    0.000000   1.249899    1.954118   -1.041714    1.1147      1   2.509964  -9.105893   13.976175   -5.378426   
           IBUTENE      197       3    6.307168  -7.487078    4.660204   -0.501783    1.0052      1   4.985690  -3.896823    1.187858    0.417914   
           IHEXANE       14       5    0.000000  -0.686660    1.820957   -0.139048    0.8685      1   0.000000   3.899599   -1.182541    0.475390   
           IOCTANE      228       5    0.000000  -0.686660    1.820957   -0.139048    0.8702      0   0.000000   0.000000    0.000000    0.000000   
          IPENTANE        6       3    6.307168  -7.487078    4.660204   -0.501783    0.9612      0   0.000000   0.000000    0.000000    0.000000   
          ISOBUTAN     2526       3    6.307168  -7.487078    4.660204   -0.501783    1.0338      1  11.098070 -17.547999   10.246717   -1.453386   
           KRYPTON      141       2    0.000000   3.149636   -1.842566    0.867329    0.9526      1   0.000000   9.339779   -9.826690    3.447416   
              MD2M        0       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM      132       6    0.000000  -4.070879    4.382732   -0.480578    0.8348      1  17.009127   1.116970   -5.553177    1.857200   
               MEA       10       7   11.295715  -7.024497    3.377037   -0.391152    1.2319      0   0.000000   0.000000    0.000000    0.000000   
           METHANE     1702       2    0.000000   3.149636   -1.842566    0.867329    0.9854      1   0.724922   0.868255   -0.106861    0.511120   
          METHANOL      598       7   11.295715  -7.024497    3.377037   -0.391152    1.6942      1   8.691269  -2.286896   -0.394217    0.245170   
       MILPRF23699        0       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA      350       6    0.000000  -4.070879    4.382732   -0.480578    0.7876      1   0.000000  -4.999047    6.639860   -0.818523   
          MLINOLEN       51       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
                MM      146       6    0.000000  -4.070879    4.382732   -0.480578    0.8933      1   2.961347  -2.349286    2.281201    0.055670   
           MOLEATE      790       6    0.000000  -4.070879    4.382732   -0.480578    0.7943      1   0.000000   0.224216    4.049132   -0.505931   
          MPALMITA       26       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MSTEARAT       19       6    0.000000  -4.070879    4.382732   -0.480578    0.8020      0   0.000000   0.000000    0.000000    0.000000   
           MXYLENE      238       4   12.442762 -16.989950    8.903928   -1.072448    0.9960      0   0.000000   0.000000    0.000000    0.000000   
               N2O       88       2    0.000000   3.149636   -1.842566    0.867329    1.0246      1   3.445675  -8.278611    8.435306   -1.958753   
              NEON       65       2    0.000000   3.149636   -1.842566    0.867329    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NEOPENTN      142       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      1   0.000000   0.000000    0.000000    0.000000   
               NF3      156       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1475       2    0.000000   3.149636   -1.842566    0.867329    0.9589      1   1.665824  -1.955684    2.578356   -0.217845   
            NONANE      112       5    0.000000  -0.686660    1.820957   -0.139048    0.8168      1   2.245948 -14.868418   11.276956   -1.609647   
          NOVEC649        0       4   12.442762 -16.989950    8.903928   -1.072448    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      129       5    0.000000  -0.686660    1.820957   -0.139048    0.8407      1   0.000000   5.409282   -1.926840    0.588177   
          ORTHOHYD        0       1    0.000000   1.249899    1.954118   -1.041714    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      167       2    0.000000   3.149636   -1.842566    0.867329    1.0042      1   2.040553  -3.361828    4.136340   -0.765803   
           OXYLENE      350       4   12.442762 -16.989950    8.903928   -1.072448    1.0224      1  11.254157 -14.350819    7.073379   -0.717900   
           PARAHYD        0       1    0.000000   1.249899    1.954118   -1.041714    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE      222       3    6.307168  -7.487078    4.660204   -0.501783    0.9707      0   0.000000   0.000000    0.000000    0.000000   
              POE5      245       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7      259       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9      108       6    0.000000  -4.070879    4.382732   -0.480578    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     2663       3    6.307168  -7.487078    4.660204   -0.501783    1.0045      1  13.004271 -19.032428   10.572877   -1.441020   
          PROPYLEN      400       4   12.442762 -16.989950    8.903928   -1.072448    0.9254      1   3.702278  -5.368100    5.217917   -0.972882   
    PROPYLENEOXIDE       14       3    6.307168  -7.487078    4.660204   -0.501783    1.0501      0   0.000000   0.000000    0.000000    0.000000   
           PROPYNE        8       3    6.307168  -7.487078    4.660204   -0.501783    1.0894      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      333       4   12.442762 -16.989950    8.903928   -1.072448    1.0009      1  11.924239 -12.834867    5.680164   -0.423143   
               R11      459       3    6.307168  -7.487078    4.660204   -0.501783    0.9471      1   5.178577  -4.361361    3.005694   -0.210885   
             R1123        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      165       3    6.307168  -7.487078    4.660204   -0.501783    0.9741      0   0.000000   0.000000    0.000000    0.000000   
              R114      119       3    6.307168  -7.487078    4.660204   -0.501783    0.9930      0   0.000000   0.000000    0.000000    0.000000   
              R115      990       3    6.307168  -7.487078    4.660204   -0.501783    0.9746      1   3.516974  -1.127377    0.676872    0.277975   
              R116       24       3    6.307168  -7.487078    4.660204   -0.501783    0.8226      0   0.000000   0.000000    0.000000    0.000000   
               R12      657       3    6.307168  -7.487078    4.660204   -0.501783    0.9654      1   6.640733  -7.084799    4.344931   -0.426940   
             R1216        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      117       3    6.307168  -7.487078    4.660204   -0.501783    1.0349      1   0.000000  10.197080   -7.817141    2.056970   
              R123      316       3    6.307168  -7.487078    4.660204   -0.501783    1.0098      0   0.000000   0.000000    0.000000    0.000000   
          R1233ZDE     2306       3    6.307168  -7.487078    4.660204   -0.501783    1.0140      1   4.246781  -3.230947    1.895591    0.037788   
           R1234YF      799       3    6.307168  -7.487078    4.660204   -0.501783    1.0468      1   0.000000   3.609162   -1.751913    0.656040   
          R1234ZEE     1215       3    6.307168  -7.487078    4.660204   -0.501783    1.0429      1   0.000000   2.802809   -0.883443    0.428143   
          R1234ZEZ        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124       86       3    6.307168  -7.487078    4.660204   -0.501783    1.0363      1   2.693667   0.652353   -0.820923    0.599522   
           R1243ZF        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R125     2055       3    6.307168  -7.487078    4.660204   -0.501783    1.0289      1   9.659799 -15.789302   10.281654   -1.669289   
               R13      763       3    6.307168  -7.487078    4.660204   -0.501783    0.9701      1   5.323782  -6.663575    4.554771   -0.494132   
         R1336MZZZ      159       3    6.307168  -7.487078    4.660204   -0.501783    1.0530      1   0.000000   4.522348   -2.120485    0.629033   
             R134A     7192       3    6.307168  -7.487078    4.660204   -0.501783    1.0382      1   2.244556   1.183149   -0.727446    0.483433   
               R14      403       3    6.307168  -7.487078    4.660204   -0.501783    0.9934      1   3.739214  -4.419626    3.230837   -0.244957   
             R141B      217       3    6.307168  -7.487078    4.660204   -0.501783    1.0043      1   7.412463 -14.770827    9.935188   -1.514366   
             R142B      375       3    6.307168  -7.487078    4.660204   -0.501783    1.0162      1   1.519110   2.181060   -1.422772    0.687814   
             R143A      670       3    6.307168  -7.487078    4.660204   -0.501783    1.0442      1   0.000000   3.654461   -1.971611    0.759550   
              R150       40       3    6.307168  -7.487078    4.660204   -0.501783    1.0461      1   0.000000   4.347358   -1.313430    0.357185   
             R152A      931       3    6.307168  -7.487078    4.660204   -0.501783    1.0473      1   2.557361   0.832185   -0.513561    0.419916   
              R161      361       3    6.307168  -7.487078    4.660204   -0.501783    1.0386      1   0.000000   3.254230   -1.399846    0.579645   
               R21      196       3    6.307168  -7.487078    4.660204   -0.501783    1.0090      1   0.000000   3.096045   -1.019716    0.469713   
              R218      167       3    6.307168  -7.487078    4.660204   -0.501783    0.9570      1   6.698363  -7.017138    4.113305   -0.339611   
               R22     1377       3    6.307168  -7.487078    4.660204   -0.501783    1.0371      1   6.963751  -8.239774    5.133690   -0.638840   
            R227EA      576       3    6.307168  -7.487078    4.660204   -0.501783    1.0317      1   2.378677  -6.227006    6.505838   -1.285302   
               R23      612       3    6.307168  -7.487078    4.660204   -0.501783    1.0413      1   5.045143  -3.990132    2.629966   -0.207332   
            R236EA      404       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R236FA      271       3    6.307168  -7.487078    4.660204   -0.501783    1.0264      1   1.667347  -1.069707    1.710778   -0.080766   
            R245CA      163       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R245FA      452       3    6.307168  -7.487078    4.660204   -0.501783    1.0463      1   0.000000   0.728322    0.984157    0.010913   
               R32      986       3    6.307168  -7.487078    4.660204   -0.501783    0.9762      1   2.817221  -1.355931    1.753713   -0.087917   
           R365MFC      104       3    6.307168  -7.487078    4.660204   -0.501783    1.0243      0   0.000000   0.000000    0.000000    0.000000   
               R40       11       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R41       39       3    6.307168  -7.487078    4.660204   -0.501783    0.8756      1   0.000000   5.858397   -1.315920    0.126193   
             RC318      420       3    6.307168  -7.487078    4.660204   -0.501783    0.9292      1   0.000000  11.283367   -7.830859    1.976118   
            RE143A        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2       39       3    6.307168  -7.487078    4.660204   -0.501783    1.0126      1   2.000098  -0.829453    0.987420    0.175744   
          RE245FA2      436       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE347MCC        4       3    6.307168  -7.487078    4.660204   -0.501783    1.0492      0   0.000000   0.000000    0.000000    0.000000   
               SF6      560       2    0.000000   3.149636   -1.842566    0.867329    0.8809      1   0.000000   9.664426   -6.244926    1.603839   
               SO2      136       2    0.000000   3.149636   -1.842566    0.867329    0.9965      1   0.000000   7.505174   -3.423599    0.771539   
          T2BUTENE        0       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1232       4   12.442762 -16.989950    8.903928   -1.072448    1.0067      0   0.000000   0.000000    0.000000    0.000000   
     VINYLCHLORIDE        8       3    6.307168  -7.487078    4.660204   -0.501783    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     1741       8    3.436254   2.658023    1.149715   -0.561779    1.1763      1   1.895166   3.832500    0.120045   -0.302665   
             XENON     2065       2    0.000000   3.149636   -1.842566    0.867329    0.9493      1   0.000000   4.005898   -3.363748    1.498115   
