          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
               DEA       64       7    0.332330  -0.141386    0.031710    0.000000    1.3494      1   0.228826  -0.091998    0.019018    0.000000   
            DECANE      648       5    0.306815  -0.132028    0.029267    0.000000    1.0228      1   0.425182  -0.214595    0.050078    0.000000   
               DEE      124       3    0.443525  -0.224148    0.057030    0.000000    1.1522      1   0.357854  -0.168615    0.040391    0.000000   
               DMC      160       3    0.443525  -0.224148    0.057030    0.000000    1.1930      1   0.451896  -0.252465    0.064862    0.000000   
               DME      229       3    0.443525  -0.224148    0.057030    0.000000    1.0831      1   0.499761  -0.310875    0.088739    0.000000   
          EBENZENE      494       4    0.323047  -0.153185    0.037503    0.000000    0.9649      1   0.415628  -0.216330    0.053949    0.000000   
           EGLYCOL      248       7    0.332330  -0.141386    0.031710    0.000000    1.1256      1   0.406720  -0.199635    0.045659    0.000000   
            ETHANE     1890       3    0.443525  -0.224148    0.057030    0.000000    0.9625      1   0.446614  -0.219405    0.055555    0.000000   
           ETHANOL      901       7    0.332330  -0.141386    0.031710    0.000000    1.1580      1   0.194782  -0.058990    0.011017    0.000000   
          ETHYLENE      115       3    0.443525  -0.224148    0.057030    0.000000    0.9225      1   0.354774  -0.142590    0.034792    0.000000   
     ETHYLENEOXIDE       53       3    0.443525  -0.224148    0.057030    0.000000    0.9644      1   0.859172  -0.554474    0.149905    0.000000   
          FLUORINE      925       2    0.408646  -0.138408    0.028321    0.000000    1.0474      1   0.488954  -0.249625    0.068341    0.000000   
               H2S      161       7    0.332330  -0.141386    0.031710    0.000000    0.7769      1   1.573421  -1.489647    0.501626    0.000000   
               HCL       93       7    0.332330  -0.141386    0.031710    0.000000    0.8085      1   0.375573  -0.154204    0.037935    0.000000   
            HELIUM      401       1   -0.244549   1.192698   -0.572587    0.000000    2.1428      1  -0.109808   2.089912   -2.043701    0.000000   
           HEPTANE     1204       5    0.306815  -0.132028    0.029267    0.000000    0.9265      1   0.364807  -0.169546    0.039413    0.000000   
            HEXANE      909       5    0.306815  -0.132028    0.029267    0.000000    0.8904      1   0.388063  -0.184475    0.043694    0.000000   
          HYDROGEN     1023       1   -0.244549   1.192698   -0.572587    0.000000    1.0113      1  -0.247970   1.128542   -0.525852    0.000000   
           IBUTENE       81       3    0.443525  -0.224148    0.057030    0.000000    1.0103      1   0.476371  -0.260676    0.068858    0.000000   
           IHEXANE      181       5    0.306815  -0.132028    0.029267    0.000000    0.8744      1   0.416129  -0.203169    0.048490    0.000000   
           IOCTANE      222       5    0.306815  -0.132028    0.029267    0.000000    0.8354      1   0.406667  -0.197563    0.048166    0.000000   
          IPENTANE      145       3    0.443525  -0.224148    0.057030    0.000000    1.0408      1   0.411029  -0.196126    0.047952    0.000000   
          ISOBUTAN      344       3    0.443525  -0.224148    0.057030    0.000000    0.9670      1   0.433197  -0.206724    0.051668    0.000000   
           KRYPTON      192       2    0.408646  -0.138408    0.028321    0.000000    0.9644      1   0.477903  -0.226616    0.067576    0.000000   
              MD2M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM       20       6    0.202818  -0.066843    0.012198    0.000000    0.8434      1   0.237089  -0.073340    0.012644    0.000000   
               MEA      104       7    0.332330  -0.141386    0.031710    0.000000    1.0119      1   0.470899  -0.253310    0.061854    0.000000   
           METHANE     1236       2    0.408646  -0.138408    0.028321    0.000000    1.0304      1   0.374566  -0.124647    0.027279    0.000000   
          METHANOL      708       7    0.332330  -0.141386    0.031710    0.000000    1.2030      1   0.209227  -0.072878    0.014733    0.000000   
       MILPRF23699        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA       22       6    0.202818  -0.066843    0.012198    0.000000    1.1164      1   0.228198  -0.081796    0.015139    0.000000   
          MLINOLEN       54       6    0.202818  -0.066843    0.012198    0.000000    1.4392      1   0.162408  -0.049984    0.008214    0.000000   
                MM       21       6    0.202818  -0.066843    0.012198    0.000000    0.7643      1   1.216473  -0.800179    0.207422    0.000000   
           MOLEATE       54       6    0.202818  -0.066843    0.012198    0.000000    1.1627      1   0.226568  -0.079999    0.014522    0.000000   
          MPALMITA       26       6    0.202818  -0.066843    0.012198    0.000000    1.1514      1   0.301825  -0.115154    0.021453    0.000000   
          MSTEARAT       16       6    0.202818  -0.066843    0.012198    0.000000    1.2349      1   0.043883   0.001901   -0.001245    0.000000   
           MXYLENE      641       4    0.323047  -0.153185    0.037503    0.000000    0.9990      1   0.380342  -0.193627    0.047908    0.000000   
               N2O      810       2    0.408646  -0.138408    0.028321    0.000000    1.1295      1   0.053592   0.394267   -0.210504    0.000000   
              NEON      121       2    0.408646  -0.138408    0.028321    0.000000    0.8771      1   0.739503  -0.461862    0.141086    0.000000   
          NEOPENTN      148       3    0.443525  -0.224148    0.057030    0.000000    0.8919      1   0.550085  -0.324734    0.094095    0.000000   
               NF3      156       3    0.443525  -0.224148    0.057030    0.000000    0.8253      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1730       2    0.408646  -0.138408    0.028321    0.000000    1.0035      1   0.419797  -0.185827    0.053381    0.000000   
            NONANE      235       5    0.306815  -0.132028    0.029267    0.000000    0.9934      1   0.381025  -0.182160    0.041893    0.000000   
          NOVEC649        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      975       5    0.306815  -0.132028    0.029267    0.000000    0.9528      1   0.319180  -0.138466    0.031192    0.000000   
          ORTHOHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      118       2    0.408646  -0.138408    0.028321    0.000000    0.6209      0   0.000000   0.000000    0.000000    0.000000   
           OXYLENE      410       4    0.323047  -0.153185    0.037503    0.000000    0.9616      1   0.430984  -0.229123    0.057729    0.000000   
           PARAHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE     1245       3    0.443525  -0.224148    0.057030    0.000000    1.0823      1   0.429752  -0.212239    0.051157    0.000000   
              POE5        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     1563       3    0.443525  -0.224148    0.057030    0.000000    1.0024      1   0.393306  -0.178549    0.043621    0.000000   
          PROPYLEN      236       4    0.323047  -0.153185    0.037503    0.000000    0.8196      1   0.553990  -0.324632    0.087526    0.000000   
    PROPYLENEOXIDE       23       3    0.443525  -0.224148    0.057030    0.000000    1.0691      1   0.544484  -0.317247    0.083672    0.000000   
           PROPYNE       11       3    0.443525  -0.224148    0.057030    0.000000    1.0215      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      373       4    0.323047  -0.153185    0.037503    0.000000    0.9993      1   0.464311  -0.258521    0.065696    0.000000   
               R11      290       3    0.443525  -0.224148    0.057030    0.000000    0.9646      1   0.472101  -0.247214    0.064782    0.000000   
             R1123        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      248       3    0.443525  -0.224148    0.057030    0.000000    0.9471      1   0.522568  -0.288452    0.076972    0.000000   
              R114      200       3    0.443525  -0.224148    0.057030    0.000000    0.9695      1   0.458814  -0.232028    0.059308    0.000000   
              R115      248       3    0.443525  -0.224148    0.057030    0.000000    0.9488      1   0.419758  -0.199717    0.050893    0.000000   
              R116      181       3    0.443525  -0.224148    0.057030    0.000000    1.2371      0   0.000000   0.000000    0.000000    0.000000   
               R12      422       3    0.443525  -0.224148    0.057030    0.000000    0.9800      1   0.421423  -0.198033    0.048701    0.000000   
             R1216        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      105       3    0.443525  -0.224148    0.057030    0.000000    1.1151      1   0.278453  -0.082972    0.012211    0.000000   
              R123      168       3    0.443525  -0.224148    0.057030    0.000000    1.0362      1   0.404389  -0.192688    0.047296    0.000000   
          R1233ZDE       92       3    0.443525  -0.224148    0.057030    0.000000    1.1203      1   0.432666  -0.227655    0.057372    0.000000   
           R1234YF      158       3    0.443525  -0.224148    0.057030    0.000000    1.0708      1   0.410904  -0.202834    0.049824    0.000000   
          R1234ZEE      182       3    0.443525  -0.224148    0.057030    0.000000    1.0894      1   0.451475  -0.252952    0.067490    0.000000   
          R1234ZEZ        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124      202       3    0.443525  -0.224148    0.057030    0.000000    1.0339      1   0.441183  -0.224358    0.056545    0.000000   
           R1243ZF        0       0    0.000000   0.000000    0.000000    0.000000    1.1500      0   0.000000   0.000000    0.000000    0.000000   
              R125      512       3    0.443525  -0.224148    0.057030    0.000000    1.0273      1   0.378303  -0.164464    0.037870    0.000000   
               R13      825       3    0.443525  -0.224148    0.057030    0.000000    0.9694      1   0.428124  -0.213527    0.055239    0.000000   
         R1336MZZZ       97       3    0.443525  -0.224148    0.057030    0.000000    1.1411      1   0.294212  -0.104260    0.019579    0.000000   
             R134A     1016       3    0.443525  -0.224148    0.057030    0.000000    1.0595      1   0.398750  -0.191711    0.046951    0.000000   
               R14      376       3    0.443525  -0.224148    0.057030    0.000000    1.0577      1   0.450666  -0.298759    0.101925    0.000000   
             R141B       97       3    0.443525  -0.224148    0.057030    0.000000    0.9762      1   0.474090  -0.254277    0.067262    0.000000   
             R142B      187       3    0.443525  -0.224148    0.057030    0.000000    0.9995      1   0.296050  -0.078343    0.010184    0.000000   
             R143A      329       3    0.443525  -0.224148    0.057030    0.000000    1.0361      1   0.243311  -0.008479   -0.018340    0.000000   
              R150       65       3    0.443525  -0.224148    0.057030    0.000000    1.0434      1   0.534915  -0.306110    0.080582    0.000000   
             R152A      476       3    0.443525  -0.224148    0.057030    0.000000    1.0713      1   0.389821  -0.189062    0.046914    0.000000   
              R161       79       3    0.443525  -0.224148    0.057030    0.000000    1.0527      0   0.000000   0.000000    0.000000    0.000000   
               R21      272       3    0.443525  -0.224148    0.057030    0.000000    1.0209      1   0.395152  -0.180935    0.043338    0.000000   
              R218      358       3    0.443525  -0.224148    0.057030    0.000000    1.0089      1   0.385505  -0.170625    0.040865    0.000000   
               R22     1089       3    0.443525  -0.224148    0.057030    0.000000    1.0273      1   0.451875  -0.238584    0.061596    0.000000   
            R227EA      168       3    0.443525  -0.224148    0.057030    0.000000    1.0456      1   0.479323  -0.260311    0.067146    0.000000   
               R23      850       3    0.443525  -0.224148    0.057030    0.000000    1.0932      1   0.362919  -0.171863    0.042447    0.000000   
            R236EA       37       3    0.443525  -0.224148    0.057030    0.000000    1.0428      1   0.488748  -0.271031    0.071120    0.000000   
            R236FA      155       3    0.443525  -0.224148    0.057030    0.000000    1.0926      1   0.448509  -0.241043    0.061886    0.000000   
            R245CA       84       3    0.443525  -0.224148    0.057030    0.000000    1.0312      1   0.475214  -0.257710    0.067184    0.000000   
            R245FA      219       3    0.443525  -0.224148    0.057030    0.000000    1.0780      1   0.398271  -0.196849    0.049126    0.000000   
               R32      333       3    0.443525  -0.224148    0.057030    0.000000    1.1011      1   0.374744  -0.189103    0.049372    0.000000   
           R365MFC        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R40       35       3    0.443525  -0.224148    0.057030    0.000000    0.9777      1   0.355112  -0.140606    0.032524    0.000000   
               R41        2       3    0.443525  -0.224148    0.057030    0.000000    0.9871      0   0.000000   0.000000    0.000000    0.000000   
             RC318       74       3    0.443525  -0.224148    0.057030    0.000000    0.9658      1   0.432355  -0.200861    0.048463    0.000000   
            RE143A        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245FA2       20       3    0.443525  -0.224148    0.057030    0.000000    1.1262      1   0.434083  -0.224345    0.055558    0.000000   
          RE347MCC       91       3    0.443525  -0.224148    0.057030    0.000000    1.1083      1   0.359659  -0.162065    0.037967    0.000000   
               SF6     3201       2    0.408646  -0.138408    0.028321    0.000000    1.0892      1   0.276699   0.008550   -0.029591    0.000000   
               SO2      626       2    0.408646  -0.138408    0.028321    0.000000    1.3172      1   0.085285   0.076378   -0.031844    0.000000   
          T2BUTENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1701       4    0.323047  -0.153185    0.037503    0.000000    0.9178      1   0.392872  -0.202189    0.051809    0.000000   
     VINYLCHLORIDE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     2448       8    0.282897  -0.161640    0.045108    0.000000    1.0076      1   0.277719  -0.159583    0.044693    0.000000   
             XENON     2791       2    0.408646  -0.138408    0.028321    0.000000    0.9655      1   0.438009  -0.148085    0.028748    0.000000   
