          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
          CYCLOHEX      672       3    0.460243  -0.244938    0.065777    0.000000    0.8815      1   0.995614  -0.766342    0.237760    0.000000   
          CYCLOPEN      332       3    0.460243  -0.244938    0.065777    0.000000    0.9345      1   1.149512  -0.885765    0.266259    0.000000   
          CYCLOPRO        3       3    0.460243  -0.244938    0.065777    0.000000    0.8582      0   0.000000   0.000000    0.000000    0.000000   
                D2      755       1   -0.346940   1.503196   -0.715362    0.000000    1.1441      1  -0.243596   1.058164   -0.482050    0.000000   
               D2O      603       8    0.306127  -0.191172    0.056240    0.000000    1.0174      1   0.304927  -0.183638    0.052685    0.000000   
                D4       46       6    0.199198  -0.065896    0.012286    0.000000    0.7958      1   0.377827  -0.171815    0.038640    0.000000   
                D5       62       6    0.199198  -0.065896    0.012286    0.000000    0.7924      1   0.360566  -0.152510    0.032610    0.000000   
                D6        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               DEA       64       7    0.331435  -0.144835    0.033804    0.000000    1.3711      1   0.246048  -0.103788    0.022061    0.000000   
            DECANE      644       5    0.308696  -0.136522    0.031448    0.000000    1.0211      1   0.450278  -0.238364    0.057699    0.000000   
               DEE      124       3    0.460243  -0.244938    0.065777    0.000000    1.1553      1   0.356958  -0.172632    0.043234    0.000000   
               DMC      160       3    0.460243  -0.244938    0.065777    0.000000    1.1986      1   0.468270  -0.274840    0.073612    0.000000   
               DME      229       3    0.460243  -0.244938    0.065777    0.000000    1.0807      1   0.510485  -0.332138    0.099169    0.000000   
          EBENZENE      493       4    0.335949  -0.168699    0.043632    0.000000    0.9663      1   0.439963  -0.243129    0.063648    0.000000   
           EGLYCOL      247       7    0.331435  -0.144835    0.033804    0.000000    1.1269      1   0.439625  -0.226557    0.053496    0.000000   
            ETHANE     1890       3    0.460243  -0.244938    0.065777    0.000000    0.9441      1   0.480608  -0.255615    0.069956    0.000000   
           ETHANOL      902       7    0.331435  -0.144835    0.033804    0.000000    1.1592      1   0.186970  -0.055208    0.010609    0.000000   
          ETHYLENE      115       3    0.460243  -0.244938    0.065777    0.000000    0.9037      1   0.344367  -0.133853    0.035156    0.000000   
     ETHYLENEOXIDE       53       3    0.460243  -0.244938    0.065777    0.000000    0.9640      1   0.903311  -0.609850    0.170940    0.000000   
          FLUORINE      925       2    0.473595  -0.214633    0.059927    0.000000    1.0417      1   0.548919  -0.322055    0.099033    0.000000   
               H2S      161       7    0.331435  -0.144835    0.033804    0.000000    0.7522      1   1.749679  -1.764334    0.618623    0.000000   
               HCL       91       7    0.331435  -0.144835    0.033804    0.000000    0.7853      1   0.363995  -0.145458    0.038211    0.000000   
            HELIUM      381       1   -0.346940   1.503196   -0.715362    0.000000    0.6150      0   0.000000   0.000000    0.000000    0.000000   
           HEPTANE     1196       5    0.308696  -0.136522    0.031448    0.000000    0.9222      1   0.369634  -0.177287    0.042912    0.000000   
            HEXANE      906       5    0.308696  -0.136522    0.031448    0.000000    0.8842      1   0.394630  -0.194188    0.048034    0.000000   
          HYDROGEN     1031       1   -0.346940   1.503196   -0.715362    0.000000    0.9510      1  -0.441626   1.768612   -0.844318    0.000000   
           IBUTENE       81       3    0.460243  -0.244938    0.065777    0.000000    1.0066      1   0.490144  -0.282636    0.078875    0.000000   
           IHEXANE      188       5    0.308696  -0.136522    0.031448    0.000000    0.8671      1   0.422822  -0.214243    0.053503    0.000000   
           IOCTANE      222       5    0.308696  -0.136522    0.031448    0.000000    0.8302      1   0.413644  -0.209344    0.053612    0.000000   
          IPENTANE      144       3    0.460243  -0.244938    0.065777    0.000000    1.0388      1   0.395137  -0.187942    0.047890    0.000000   
          ISOBUTAN      344       3    0.460243  -0.244938    0.065777    0.000000    0.9608      1   0.446505  -0.222976    0.059170    0.000000   
           KRYPTON      192       2    0.473595  -0.214633    0.059927    0.000000    0.9530      1   0.561460  -0.335744    0.118525    0.000000   
              MD2M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM       20       6    0.199198  -0.065896    0.012286    0.000000    0.8334      1   0.222755  -0.063461    0.010437    0.000000   
               MEA      104       7    0.331435  -0.144835    0.033804    0.000000    1.0134      1   0.518054  -0.294651    0.074367    0.000000   
           METHANE     1240       2    0.473595  -0.214633    0.059927    0.000000    1.0161      1   0.455095  -0.231356    0.074664    0.000000   
          METHANOL      705       7    0.331435  -0.144835    0.033804    0.000000    1.1971      1   0.205280  -0.071959    0.015118    0.000000   
       MILPRF23699        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA       22       6    0.199198  -0.065896    0.012286    0.000000    1.1125      1   0.244260  -0.091431    0.017456    0.000000   
          MLINOLEN       54       6    0.199198  -0.065896    0.012286    0.000000    1.4491      1   0.170274  -0.054106    0.009102    0.000000   
                MM       21       6    0.199198  -0.065896    0.012286    0.000000    0.7507      1   1.350383  -0.930611    0.248508    0.000000   
           MOLEATE       54       6    0.199198  -0.065896    0.012286    0.000000    1.1633      1   0.237998  -0.087147    0.016262    0.000000   
          MPALMITA       26       6    0.199198  -0.065896    0.012286    0.000000    1.1527      1   0.325795  -0.129266    0.024712    0.000000   
          MSTEARAT       16       6    0.199198  -0.065896    0.012286    0.000000    1.2408      1   0.032776   0.007455   -0.002303    0.000000   
           MXYLENE      641       4    0.335949  -0.168699    0.043632    0.000000    1.0001      1   0.396641  -0.212619    0.055087    0.000000   
               N2O      810       2    0.473595  -0.214633    0.059927    0.000000    1.1450      1   0.066681   0.419387   -0.231427    0.000000   
              NEON      119       2    0.473595  -0.214633    0.059927    0.000000    0.8576      1   0.833293  -0.587919    0.200246    0.000000   
          NEOPENTN      148       3    0.460243  -0.244938    0.065777    0.000000    0.8873      1   0.566774  -0.349552    0.106369    0.000000   
               NF3      156       3    0.460243  -0.244938    0.065777    0.000000    0.8253      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1729       2    0.473595  -0.214633    0.059927    0.000000    0.9968      1   0.453093  -0.232951    0.078141    0.000000   
            NONANE      235       5    0.308696  -0.136522    0.031448    0.000000    0.9912      1   0.403278  -0.202332    0.048373    0.000000   
          NOVEC649        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      962       5    0.308696  -0.136522    0.031448    0.000000    0.9501      1   0.324783  -0.145157    0.034017    0.000000   
          ORTHOHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      118       2    0.473595  -0.214633    0.059927    0.000000    0.6406      0   0.000000   0.000000    0.000000    0.000000   
           OXYLENE      410       4    0.335949  -0.168699    0.043632    0.000000    0.9637      1   0.454085  -0.255449    0.067405    0.000000   
           PARAHYD        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE     1244       3    0.460243  -0.244938    0.065777    0.000000    1.0823      1   0.438019  -0.223471    0.056180    0.000000   
              POE5        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     1560       3    0.460243  -0.244938    0.065777    0.000000    0.9883      1   0.443139  -0.223429    0.058951    0.000000   
          PROPYLEN      237       4    0.335949  -0.168699    0.043632    0.000000    0.8090      1   0.596834  -0.375886    0.107363    0.000000   
    PROPYLENEOXIDE       23       3    0.460243  -0.244938    0.065777    0.000000    1.0705      1   0.561174  -0.342232    0.094129    0.000000   
           PROPYNE        7       3    0.460243  -0.244938    0.065777    0.000000    0.9142      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      374       4    0.335949  -0.168699    0.043632    0.000000    1.0018      1   0.498831  -0.296082    0.078773    0.000000   
               R11      290       3    0.460243  -0.244938    0.065777    0.000000    0.9601      1   0.486924  -0.266245    0.073432    0.000000   
             R1123        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      248       3    0.460243  -0.244938    0.065777    0.000000    0.9494      1   0.541326  -0.312826    0.087383    0.000000   
              R114      200       3    0.460243  -0.244938    0.065777    0.000000    0.9711      1   0.442424  -0.222903    0.059089    0.000000   
              R115      249       3    0.460243  -0.244938    0.065777    0.000000    0.9491      1   0.431954  -0.214426    0.057718    0.000000   
              R116      181       3    0.460243  -0.244938    0.065777    0.000000    1.2136      0   0.000000   0.000000    0.000000    0.000000   
               R12      422       3    0.460243  -0.244938    0.065777    0.000000    0.9745      1   0.446858  -0.227071    0.060459    0.000000   
             R1216        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      107       3    0.460243  -0.244938    0.065777    0.000000    1.1241      1   0.293259  -0.102223    0.019868    0.000000   
              R123      168       3    0.460243  -0.244938    0.065777    0.000000    1.0405      1   0.400084  -0.194402    0.049925    0.000000   
          R1233ZDE       92       3    0.460243  -0.244938    0.065777    0.000000    1.1231      1   0.438619  -0.238734    0.062591    0.000000   
           R1234YF      163       3    0.460243  -0.244938    0.065777    0.000000    1.0744      1   0.421032  -0.218965    0.057059    0.000000   
          R1234ZEE      185       3    0.460243  -0.244938    0.065777    0.000000    1.0948      1   0.458109  -0.267232    0.074421    0.000000   
          R1234ZEZ        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124      202       3    0.460243  -0.244938    0.065777    0.000000    1.0384      1   0.455810  -0.243264    0.064402    0.000000   
           R1243ZF        0       0    0.000000   0.000000    0.000000    0.000000    1.1500      0   0.000000   0.000000    0.000000    0.000000   
              R125      512       3    0.460243  -0.244938    0.065777    0.000000    1.0333      1   0.394074  -0.183398    0.045431    0.000000   
               R13      826       3    0.460243  -0.244938    0.065777    0.000000    0.9611      1   0.448858  -0.237582    0.065467    0.000000   
         R1336MZZZ       97       3    0.460243  -0.244938    0.065777    0.000000    1.1525      1   0.299979  -0.113588    0.023665    0.000000   
             R134A     1016       3    0.460243  -0.244938    0.065777    0.000000    1.0654      1   0.394030  -0.191778    0.048677    0.000000   
               R14      376       3    0.460243  -0.244938    0.065777    0.000000    1.0486      1   0.475059  -0.329752    0.116129    0.000000   
             R141B       97       3    0.460243  -0.244938    0.065777    0.000000    0.9754      1   0.482951  -0.270608    0.075421    0.000000   
             R142B      187       3    0.460243  -0.244938    0.065777    0.000000    1.0016      1   0.327442  -0.113389    0.023377    0.000000   
             R143A      330       3    0.460243  -0.244938    0.065777    0.000000    1.0410      1   0.282431  -0.050461   -0.003533    0.000000   
              R150       65       3    0.460243  -0.244938    0.065777    0.000000    1.0469      1   0.559189  -0.337085    0.092731    0.000000   
             R152A      476       3    0.460243  -0.244938    0.065777    0.000000    1.0748      1   0.399290  -0.203153    0.053218    0.000000   
              R161       81       3    0.460243  -0.244938    0.065777    0.000000    1.0527      0   0.000000   0.000000    0.000000    0.000000   
               R21      272       3    0.460243  -0.244938    0.065777    0.000000    1.0182      1   0.394024  -0.182395    0.045544    0.000000   
              R218      358       3    0.460243  -0.244938    0.065777    0.000000    1.0155      1   0.387061  -0.174794    0.043831    0.000000   
               R22     1089       3    0.460243  -0.244938    0.065777    0.000000    1.0244      1   0.470290  -0.262212    0.071421    0.000000   
            R227EA      169       3    0.460243  -0.244938    0.065777    0.000000    1.0565      1   0.483528  -0.272436    0.073212    0.000000   
               R23      849       3    0.460243  -0.244938    0.065777    0.000000    1.0926      1   0.375093  -0.186639    0.048688    0.000000   
            R236EA       37       3    0.460243  -0.244938    0.065777    0.000000    1.0545      1   0.488154  -0.279252    0.076098    0.000000   
            R236FA      155       3    0.460243  -0.244938    0.065777    0.000000    1.0999      1   0.448083  -0.247296    0.065815    0.000000   
            R245CA       84       3    0.460243  -0.244938    0.065777    0.000000    1.0420      1   0.482167  -0.272428    0.074133    0.000000   
            R245FA      219       3    0.460243  -0.244938    0.065777    0.000000    1.0868      1   0.410461  -0.212819    0.055689    0.000000   
               R32      335       3    0.460243  -0.244938    0.065777    0.000000    1.1087      1   0.403455  -0.226925    0.064364    0.000000   
           R365MFC        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R40       35       3    0.460243  -0.244938    0.065777    0.000000    0.9725      1   0.385307  -0.179687    0.049206    0.000000   
               R41        2       3    0.460243  -0.244938    0.065777    0.000000    0.9871      0   0.000000   0.000000    0.000000    0.000000   
             RC318       73       3    0.460243  -0.244938    0.065777    0.000000    0.9740      1   0.387756  -0.157791    0.035725    0.000000   
            RE143A        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245FA2       20       3    0.460243  -0.244938    0.065777    0.000000    1.1375      1   0.435503  -0.232080    0.059638    0.000000   
          RE347MCC       92       3    0.460243  -0.244938    0.065777    0.000000    1.1168      1   0.357251  -0.163537    0.039767    0.000000   
               SF6     3201       2    0.473595  -0.214633    0.059927    0.000000    1.1052      1   0.311517  -0.023212   -0.018865    0.000000   
               SO2      618       2    0.473595  -0.214633    0.059927    0.000000    1.3454      1   0.097133   0.067668   -0.028569    0.000000   
          T2BUTENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1694       4    0.335949  -0.168699    0.043632    0.000000    0.9174      1   0.410385  -0.223827    0.060469    0.000000   
     VINYLCHLORIDE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     2457       8    0.306127  -0.191172    0.056240    0.000000    1.0074      1   0.300056  -0.188330    0.055581    0.000000   
             XENON     2791       2    0.473595  -0.214633    0.059927    0.000000    0.9511      1   0.553399  -0.276786    0.079197    0.000000   
