          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
           R1243ZF        0       0    0.000000   0.000000    0.000000    0.000000    1.1500      0   0.000000   0.000000    0.000000    0.000000   
              R125      512       3    0.381623  -0.172539    0.042858    0.000000    1.0283      1   0.328010  -0.127463    0.028919    0.000000   
               R13      826       3    0.381623  -0.172539    0.042858    0.000000    0.9705      1   0.386148  -0.178730    0.045884    0.000000   
         R1336MZZZ       97       3    0.381623  -0.172539    0.042858    0.000000    1.1403      1   0.231866  -0.060604    0.009363    0.000000   
             R134A      939       3    0.381623  -0.172539    0.042858    0.000000    1.0588      1   0.349458  -0.158877    0.039915    0.000000   
               R14      376       3    0.381623  -0.172539    0.042858    0.000000    1.0215      1   0.448519  -0.278060    0.083891    0.000000   
             R141B       97       3    0.381623  -0.172539    0.042858    0.000000    0.9720      1   0.440021  -0.226014    0.060068    0.000000   
             R142B      187       3    0.381623  -0.172539    0.042858    0.000000    0.9930      1   0.293521  -0.086199    0.015605    0.000000   
             R143A      330       3    0.381623  -0.172539    0.042858    0.000000    1.0293      1   0.260917  -0.049517    0.000927    0.000000   
              R150       65       3    0.381623  -0.172539    0.042858    0.000000    1.0268      1   0.520706  -0.300825    0.081471    0.000000   
             R152A      474       3    0.381623  -0.172539    0.042858    0.000000    1.0534      1   0.313039  -0.126592    0.030506    0.000000   
              R161       78       3    0.381623  -0.172539    0.042858    0.000000    1.0527      0   0.000000   0.000000    0.000000    0.000000   
               R21      272       3    0.381623  -0.172539    0.042858    0.000000    1.0146      1   0.306630  -0.101130    0.019915    0.000000   
              R218      359       3    0.381623  -0.172539    0.042858    0.000000    1.0078      1   0.322777  -0.121889    0.028037    0.000000   
               R22     1089       3    0.381623  -0.172539    0.042858    0.000000    1.0159      1   0.413818  -0.210464    0.055055    0.000000   
            R227EA      170       3    0.381623  -0.172539    0.042858    0.000000    1.0508      1   0.387903  -0.187398    0.047410    0.000000   
               R23      843       3    0.381623  -0.172539    0.042858    0.000000    1.0729      1   0.322800  -0.142405    0.035812    0.000000   
            R236EA       37       3    0.381623  -0.172539    0.042858    0.000000    1.0461      1   0.390219  -0.192396    0.049788    0.000000   
            R236FA      155       3    0.381623  -0.172539    0.042858    0.000000    1.0939      1   0.369237  -0.181759    0.046766    0.000000   
            R245CA       84       3    0.381623  -0.172539    0.042858    0.000000    1.0319      1   0.406110  -0.204208    0.053216    0.000000   
            R245FA      219       3    0.381623  -0.172539    0.042858    0.000000    1.0756      1   0.309191  -0.127485    0.030773    0.000000   
               R32      333       3    0.381623  -0.172539    0.042858    0.000000    1.0895      1   0.374652  -0.217811    0.066194    0.000000   
           R365MFC        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R40       35       3    0.381623  -0.172539    0.042858    0.000000    0.9682      1   0.269041  -0.061179    0.009312    0.000000   
               R41        2       3    0.381623  -0.172539    0.042858    0.000000    0.9871      0   0.000000   0.000000    0.000000    0.000000   
             RC318       59       3    0.381623  -0.172539    0.042858    0.000000    0.9854      1   0.432913  -0.218143    0.057106    0.000000   
            RE143A        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245FA2       20       3    0.381623  -0.172539    0.042858    0.000000    1.1281      1   0.373221  -0.177801    0.043335    0.000000   
          RE347MCC       92       3    0.381623  -0.172539    0.042858    0.000000    1.0949      1   0.273683  -0.096292    0.020935    0.000000   
               SF6     3196       2    0.437397  -0.191870    0.052136    0.000000    1.0932      1   0.310573  -0.059922    0.001149    0.000000   
               SO2      608       2    0.437397  -0.191870    0.052136    0.000000    1.2988      1   0.064851   0.097251   -0.038036    0.000000   
          T2BUTENE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1545       4    0.292685  -0.131640    0.032587    0.000000    0.9187      1   0.377592  -0.191994    0.050126    0.000000   
     VINYLCHLORIDE        0       0    0.000000   0.000000    0.000000    0.000000    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     2224       8    0.372353  -0.271478    0.085435    0.000000    1.0095      1   0.361176  -0.262227    0.082453    0.000000   
             XENON     2412       2    0.437397  -0.191870    0.052136    0.000000    0.9623      1   0.497079  -0.249399    0.073551    0.000000   
