          Material   DataN    GroupN    n1_glb     n2_glb      n3_glb      n4_glb      xita   ind_fit    n1_ind     n2_ind      n3_ind      n4_ind
          CYCLOPEN      103       3    5.722919  -6.567662    4.113766   -0.388300    0.9957      1   0.000000  -4.031387    4.681868   -0.636210   
          CYCLOPRO       17       3    5.722919  -6.567662    4.113766   -0.388300    1.1581      1   0.000000  11.802631  -13.072380    4.203718   
                D2      121       1    0.000000   1.294109    2.460111   -1.404596    0.8312      1   3.580619 -13.606777   19.434678   -7.053855   
               D2O     1146       8    4.893660   0.243163    2.189483   -0.726126    1.1956      1   3.851430  -1.185503    2.542033   -0.629338   
                D4      149       6    0.000000  -4.369783    4.476704   -0.496072    0.7773      0   0.000000   0.000000    0.000000    0.000000   
                D5      150       6    0.000000  -4.369783    4.476704   -0.496072    0.7063      1   0.000000 -13.838270   11.835405   -1.419876   
                D6        0       5    0.000006  -0.875321    1.900001   -0.148521    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               DEA        6       7   11.462394  -7.783495    3.703758   -0.435828    1.0748      0   0.000000   0.000000    0.000000    0.000000   
            DECANE      334       5    0.000006  -0.875321    1.900001   -0.148521    0.7991      1   8.706088  -5.826292    2.997340   -0.082285   
               DEE      152       3    5.722919  -6.567662    4.113766   -0.388300    1.0032      1   4.322845 -10.736612    8.435744   -1.362531   
               DMC      109       3    5.722919  -6.567662    4.113766   -0.388300    1.0038      1   0.000000   2.753055   -0.834414    0.460124   
               DME      401       3    5.722919  -6.567662    4.113766   -0.388300    1.0469      1   0.000000   4.000035   -2.080284    0.720310   
          EBENZENE      394       4   11.880032 -16.288054    8.536069   -0.994554    0.9928      1   4.079715  -3.839192    2.250624    0.032592   
           EGLYCOL       40       7   11.462394  -7.783495    3.703758   -0.435828    1.2114      1   0.000000   0.575298    1.676035   -0.336187   
            ETHANE      523       3    5.722919  -6.567662    4.113766   -0.388300    1.0524      1   0.474271   2.877407   -1.946444    0.942663   
           ETHANOL      354       7   11.462394  -7.783495    3.703758   -0.435828    1.6353      1   9.877993  -4.904158    1.055218    0.006480   
          ETHYLENE      148       3    5.722919  -6.567662    4.113766   -0.388300    1.0828      1   1.444879  -3.673223    7.970359   -3.177982   
     ETHYLENEOXIDE       47       3    5.722919  -6.567662    4.113766   -0.388300   60.0518      0   0.000000   0.000000    0.000000    0.000000   
          FLUORINE       64       2    1.479989  -2.583823    3.966880   -0.793364    0.9272      1   0.270063   2.058258    0.053706    0.250683   
               H2S       58       7   11.462394  -7.783495    3.703758   -0.435828    1.8097      1   0.000000   7.717035   -7.247428    2.487039   
               HCL       85       7   11.462394  -7.783495    3.703758   -0.435828    0.8360      0   0.000000   0.000000    0.000000    0.000000   
            HELIUM      267       1    0.000000   1.294109    2.460111   -1.404596    1.0821      0   0.000000   0.000000    0.000000    0.000000   
           HEPTANE      845       5    0.000006  -0.875321    1.900001   -0.148521    0.8429      1   6.385921  -8.482862    5.485744   -0.585148   
            HEXANE      288       5    0.000006  -0.875321    1.900001   -0.148521    0.8645      0   0.000000   0.000000    0.000000    0.000000   
          HYDROGEN     1322       1    0.000000   1.294109    2.460111   -1.404596    1.1102      1   2.867992 -11.589488   19.099755   -8.102466   
           IBUTENE      197       3    5.722919  -6.567662    4.113766   -0.388300    1.0012      1   3.841977  -1.873292   -0.118336    0.720469   
           IHEXANE       14       5    0.000006  -0.875321    1.900001   -0.148521    0.8617      1   0.000000   4.287323   -1.740795    0.635050   
           IOCTANE      229       5    0.000006  -0.875321    1.900001   -0.148521    0.8608      0   0.000000   0.000000    0.000000    0.000000   
          IPENTANE        6       3    5.722919  -6.567662    4.113766   -0.388300    0.9648      0   0.000000   0.000000    0.000000    0.000000   
          ISOBUTAN     2497       3    5.722919  -6.567662    4.113766   -0.388300    1.0281      1  10.746874 -17.419007   10.401747   -1.502773   
           KRYPTON      141       2    1.479989  -2.583823    3.966880   -0.793364    0.9564      1   0.000000  10.004633  -11.173158    4.086216   
              MD2M        0       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD3M        0       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              MD4M        0       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               MDM      132       6    0.000000  -4.369783    4.476704   -0.496072    0.8257      1  11.971476   7.195454   -8.547703    2.379851   
               MEA       10       7   11.462394  -7.783495    3.703758   -0.435828    1.2311      0   0.000000   0.000000    0.000000    0.000000   
           METHANE     1696       2    1.479989  -2.583823    3.966880   -0.793364    0.9917      1   0.561265   1.512589   -0.741899    0.743727   
          METHANOL      601       7   11.462394  -7.783495    3.703758   -0.435828    1.6912      1   8.594037  -2.451692   -0.403434    0.265276   
       MILPRF23699        0       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MLINOLEA      350       6    0.000000  -4.369783    4.476704   -0.496072    0.7858      1   0.000000  -6.735993    7.503480   -0.940784   
          MLINOLEN       51       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
                MM      146       6    0.000000  -4.369783    4.476704   -0.496072    0.8772      1   0.000001   2.388566   -0.281137    0.507919   
           MOLEATE      790       6    0.000000  -4.369783    4.476704   -0.496072    0.7950      1   0.000000  -1.195241    4.645460   -0.583688   
          MPALMITA       26       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          MSTEARAT       19       6    0.000000  -4.369783    4.476704   -0.496072    0.8071      0   0.000000   0.000000    0.000000    0.000000   
           MXYLENE      238       4   11.880032 -16.288054    8.536069   -0.994554    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               N2O       88       2    1.479989  -2.583823    3.966880   -0.793364    1.0718      1   3.055612  -7.181835    7.679624   -1.818133   
              NEON       65       2    1.479989  -2.583823    3.966880   -0.793364    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NEOPENTN      142       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      1   0.000000   0.000000    0.000000    0.000000   
               NF3      156       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          NITROGEN     1472       2    1.479989  -2.583823    3.966880   -0.793364    0.9621      1   1.388279  -1.002986    1.750038    0.028680   
            NONANE      112       5    0.000006  -0.875321    1.900001   -0.148521    0.8147      1   2.721091 -16.307015   12.194189   -1.774627   
          NOVEC649        0       4   11.880032 -16.288054    8.536069   -0.994554    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OCTANE      129       5    0.000006  -0.875321    1.900001   -0.148521    0.8380      1   0.000000   5.289847   -2.123836    0.672904   
          ORTHOHYD        0       1    0.000000   1.294109    2.460111   -1.404596    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            OXYGEN      167       2    1.479989  -2.583823    3.966880   -0.793364    0.9984      1   1.777820  -2.421036    3.403433   -0.582131   
           OXYLENE      350       4   11.880032 -16.288054    8.536069   -0.994554    1.0248      1   9.466791 -11.874241    5.885623   -0.518054   
           PARAHYD        0       1    0.000000   1.294109    2.460111   -1.404596    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PENTANE      222       3    5.722919  -6.567662    4.113766   -0.388300    0.9731      0   0.000000   0.000000    0.000000    0.000000   
              POE5      245       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE7      259       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              POE9      108       6    0.000000  -4.369783    4.476704   -0.496072    1.0000      0   0.000000   0.000000    0.000000    0.000000   
        PROPADIENE        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           PROPANE     2608       3    5.722919  -6.567662    4.113766   -0.388300    0.9961      1  12.722703 -19.074701   10.795681   -1.489929   
          PROPYLEN      404       4   11.880032 -16.288054    8.536069   -0.994554    0.9157      1   3.295231  -4.238310    4.366547   -0.786124   
    PROPYLENEOXIDE       14       3    5.722919  -6.567662    4.113766   -0.388300    1.0528      0   0.000000   0.000000    0.000000    0.000000   
           PROPYNE        8       3    5.722919  -6.567662    4.113766   -0.388300    1.0936      0   0.000000   0.000000    0.000000    0.000000   
           PXYLENE      333       4   11.880032 -16.288054    8.536069   -0.994554    1.0044      1  10.194245 -10.498139    4.522893   -0.218022   
               R11      456       3    5.722919  -6.567662    4.113766   -0.388300    0.9442      1   4.753952  -3.794546    2.601139   -0.103124   
             R1123        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R113      165       3    5.722919  -6.567662    4.113766   -0.388300    0.9754      0   0.000000   0.000000    0.000000    0.000000   
              R114      125       3    5.722919  -6.567662    4.113766   -0.388300    0.9931      0   0.000000   0.000000    0.000000    0.000000   
              R115      988       3    5.722919  -6.567662    4.113766   -0.388300    0.9751      1   1.590127   1.735774   -0.886765    0.579243   
              R116       22       3    5.722919  -6.567662    4.113766   -0.388300    0.8344      0   0.000000   0.000000    0.000000    0.000000   
               R12      665       3    5.722919  -6.567662    4.113766   -0.388300    0.9620      1   6.233658  -6.477131    3.934025   -0.323870   
             R1216        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          R1224YDZ      117       3    5.722919  -6.567662    4.113766   -0.388300    1.0444      1   0.000000   9.962071   -7.862899    2.118443   
              R123      328       3    5.722919  -6.567662    4.113766   -0.388300    1.0154      0   0.000000   0.000000    0.000000    0.000000   
          R1233ZDE     2322       3    5.722919  -6.567662    4.113766   -0.388300    1.0174      1   3.772030  -2.495059    1.403062    0.152229   
           R1234YF      800       3    5.722919  -6.567662    4.113766   -0.388300    1.0504      1   0.000000   4.083017   -2.350698    0.827869   
          R1234ZEE     1217       3    5.722919  -6.567662    4.113766   -0.388300    1.0481      1   0.000000   3.293348   -1.461347    0.582412   
          R1234ZEZ        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R124       94       3    5.722919  -6.567662    4.113766   -0.388300    1.0406      1   1.894367   3.526245   -3.139866    1.131964   
           R1243ZF        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
              R125     2047       3    5.722919  -6.567662    4.113766   -0.388300    1.0324      1   9.140866 -15.047552    9.978135   -1.643344   
               R13      769       3    5.722919  -6.567662    4.113766   -0.388300    0.9646      1   4.563993  -5.369178    3.806585   -0.340753   
         R1336MZZZ      163       3    5.722919  -6.567662    4.113766   -0.388300    1.0646      1   0.000000   4.542660   -2.294491    0.687401   
             R134A     7222       3    5.722919  -6.567662    4.113766   -0.388300    1.0439      1   1.902534   1.928578   -1.356089    0.639518   
               R14      394       3    5.722919  -6.567662    4.113766   -0.388300    0.9876      1   2.405956  -2.047625    1.858317    0.025253   
             R141B      217       3    5.722919  -6.567662    4.113766   -0.388300    1.0034      1   7.312216 -14.832022   10.099426   -1.558399   
             R142B      372       3    5.722919  -6.567662    4.113766   -0.388300    1.0159      1   1.517168   2.455311   -1.872661    0.839878   
             R143A      674       3    5.722919  -6.567662    4.113766   -0.388300    1.0411      1   0.000000   3.127126   -1.414240    0.613619   
              R150       40       3    5.722919  -6.567662    4.113766   -0.388300    1.0496      1   0.000000   4.437014   -1.596608    0.449137   
             R152A      934       3    5.722919  -6.567662    4.113766   -0.388300    1.0497      1   1.923088   1.814672   -1.166739    0.568211   
              R161      360       3    5.722919  -6.567662    4.113766   -0.388300    1.0423      1   0.000000   3.095121   -1.345983    0.585010   
               R21      200       3    5.722919  -6.567662    4.113766   -0.388300    1.0055      1   0.000000   3.379993   -1.426067    0.599425   
              R218      171       3    5.722919  -6.567662    4.113766   -0.388300    0.9629      1   5.252625  -4.690725    2.845006   -0.113475   
               R22     1382       3    5.722919  -6.567662    4.113766   -0.388300    1.0355      1   7.018017  -8.342343    5.120914   -0.619233   
            R227EA      579       3    5.722919  -6.567662    4.113766   -0.388300    1.0413      1   3.419563  -9.978224    9.647771   -2.066655   
               R23      626       3    5.722919  -6.567662    4.113766   -0.388300    1.0422      1   4.348160  -2.854115    1.930118   -0.065528   
            R236EA      404       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R236FA      271       3    5.722919  -6.567662    4.113766   -0.388300    1.0338      1   1.452897  -0.371963    1.120835    0.053343   
            R245CA      164       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
            R245FA      454       3    5.722919  -6.567662    4.113766   -0.388300    1.0567      1   0.000000   0.942581    0.683774    0.090693   
               R32      987       3    5.722919  -6.567662    4.113766   -0.388300    0.9812      1   2.295222  -0.119407    0.856639    0.100281   
           R365MFC      104       3    5.722919  -6.567662    4.113766   -0.388300    1.0353      0   0.000000   0.000000    0.000000    0.000000   
               R40       11       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
               R41       39       3    5.722919  -6.567662    4.113766   -0.388300    0.8797      1   0.000000   5.681304   -1.379735    0.161284   
             RC318      420       3    5.722919  -6.567662    4.113766   -0.388300    0.9347      1   0.000000  11.315392   -8.206698    2.130164   
            RE143A        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE245CB2       39       3    5.722919  -6.567662    4.113766   -0.388300    1.0217      1   1.676798   1.186906   -0.789360    0.588634   
          RE245FA2      436       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
          RE347MCC        4       3    5.722919  -6.567662    4.113766   -0.388300    0.9636      0   0.000000   0.000000    0.000000    0.000000   
               SF6      563       2    1.479989  -2.583823    3.966880   -0.793364    0.8630      1   0.000000   9.539432   -6.324845    1.658114   
               SO2      136       2    1.479989  -2.583823    3.966880   -0.793364    0.8700      1   0.000000   7.674455   -3.882509    0.920092   
          T2BUTENE        0       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
           TOLUENE     1232       4   11.880032 -16.288054    8.536069   -0.994554    1.0053      0   0.000000   0.000000    0.000000    0.000000   
     VINYLCHLORIDE        8       3    5.722919  -6.567662    4.113766   -0.388300    1.0000      0   0.000000   0.000000    0.000000    0.000000   
             WATER     1727       8    4.893660   0.243163    2.189483   -0.726126    1.1767      1   3.530801   1.345765    1.150660   -0.456205   
             XENON     2021       2    1.479989  -2.583823    3.966880   -0.793364    0.9834      1   0.000000   4.632210   -4.328116    1.917853   
